x0,x1,x2,y
1.4059431211372924,4.565324838763468,5.5052856614964565,1.0
2.3841653662658606,2.5677043075012915,5.735671675591486,1.0
2.5099303020740673,2.7432580634665356,5.20625308886678,1.0
1.1880503254347425,3.2728682192426994,4.840148217065812,1.0
-0.10754239086983208,4.392500939990778,2.530675526461191,1.0
-0.12342371702126043,2.242667865158489,4.942698204841093,1.0
-0.0887332328047512,1.5099242964979,5.4067859627294945,1.0
0.42957529454989907,1.5658232785653878,7.080054927023611,1.0
2.0874432764281985,3.4506406213246414,4.111125330687443,1.0
-0.3283975185292316,2.2455483045663573,5.205571968979722,1.0
0.898624572192452,1.7231118990606495,4.315366469728536,1.0
2.4724592517595743,1.6837108734292683,6.184005287163252,1.0
0.5341570301848305,3.1311826628330706,2.879808648132758,1.0
0.08601355034505875,3.7380661834652775,6.351524875040681,1.0
2.8231252597087035,3.2045577300430033,3.5928785876777702,1.0
0.28765827365445007,4.24917620139925,5.020323134807428,1.0
1.9108971532659842,2.800176378784843,4.820028936968663,1.0
0.6281729251603899,4.830452583875462,7.5574737254222075,1.0
1.4471851337232142,4.841637575639363,3.649171382179701,1.0
0.8545586305182178,2.716664886210303,5.552961155963754,1.0
3.003313236418399,3.6807649603913903,6.542905186887558,1.0
-0.2525565458050536,3.9872367322839977,6.41922840669548,1.0
0.8787749174007028,4.223294444825483,6.562374770353051,1.0
2.6218811954854324,3.461331166322788,2.9794555589022735,1.0
0.16648167497534339,0.7190591330837326,4.8302587564537,1.0
0.9387284743355051,3.976467314112498,4.607486121940816,1.0
1.9643175879877335,3.4407851320959315,4.33386576853739,1.0
1.2929703628168938,3.1439264048819453,5.353222678893117,1.0
2.0666569157568646,4.210171847446418,2.537461341091178,1.0
3.115393857365035,2.4122644390320263,6.316073150831635,1.0
0.7958237041969383,2.4828804808652762,5.8206835965582515,1.0
-0.40324976271082336,1.4570935338635873,6.261802965229591,1.0
2.403319697973667,3.3763622772841213,7.7310918775964375,1.0
1.2340498487935492,3.915687026312316,5.857987197139281,1.0
1.1520431305817764,3.464275380747006,4.242494107195137,1.0
2.4977988942218277,2.339263787403577,4.159912843765311,1.0
-1.205392570313236,2.702709206341478,3.1648799964519228,1.0
1.4796528547501255,2.3253168110482947,3.194665703186512,1.0
1.9451144668826545,2.921702520949245,5.00393556399818,1.0
1.1565423818625442,0.2063477117465835,6.672607995428406,1.0
3.1385316623494646,1.2229479539226475,5.823408890207397,1.0
2.103551460795581,4.365120417683965,5.268130845462869,1.0
0.7753720292472123,4.3397865624636935,3.1050397727399806,1.0
2.1737090357569055,1.9954837633282383,5.15863609947016,1.0
-0.15469079822554077,3.338114265549623,5.121723597882124,1.0
3.1292789428408,3.1541557300071283,4.713045165172953,1.0
0.6647327946644442,4.099500520981005,5.138544374007017,1.0
0.6841363957726428,2.936437561839696,3.9665983844514043,1.0
